"Addresse des Users","Port des von ...",Userinformation1,Userinformation2,Datum,Request,Response,"Port für ...",Request-URL,Browser
193.47.168.241,10406,-,-,"16/Dec/2024:17:50:44 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
194.230.147.226,44028,-,-,"16/Dec/2024:18:07:34 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (iPad; CPU OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.134 Mobile/15E148 Safari/604.1"
195.176.26.102,41045,-,-,"16/Dec/2024:18:22:15 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0"
62.202.180.80,51422,-,-,"16/Dec/2024:18:53:31 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36"
62.202.180.80,42996,-,-,"16/Dec/2024:18:54:24 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://www.nanoo.tv/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36"
2a02:1210:1ae0:b001:9e6:6b90:f47:6fb6,41878,-,-,"16/Dec/2024:19:22:30 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36"
2001:1708:2a96:a800:d077:b845:b3a8:f36,62498,-,-,"16/Dec/2024:19:27:49 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Safari/605.1.15"
2a02:1210:9013:a700:9c13:d18a:799:33f0,62772,-,-,"16/Dec/2024:19:33:04 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.8.1 Safari/605.1.15"
2a02:aa12:a881:2400:b47b:b29e:7fc6:e57d,60218,-,-,"16/Dec/2024:19:46:00 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
82.136.123.51,52939,-,-,"16/Dec/2024:20:17:06 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
178.39.26.67,61825,-,-,"16/Dec/2024:20:30:53 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
194.230.135.113,52991,-,-,"16/Dec/2024:20:46:12 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
2a02:1210:4c6d:ba00:b134:3a54:56cc:d511,62791,-,-,"16/Dec/2024:21:49:35 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
83.78.106.25,62758,-,-,"16/Dec/2024:22:29:40 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
2a02:1210:8606:2400:1486:b7b6:23c9:bf15,64633,-,-,"16/Dec/2024:23:49:16 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
46.22.16.229,41180,-,-,"17/Dec/2024:00:00:33 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
2a09:bac2:1e56:2650::3d1:43,20096,-,-,"17/Dec/2024:00:06:42 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
84.72.9.221,49607,-,-,"17/Dec/2024:00:14:37 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
65.21.113.202,56036,-,-,"17/Dec/2024:03:09:39 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9521,"-","Mozilla/5.0 (compatible; AwarioBot/1.0; +https://awario.com/bots.html)"
40.77.167.58,7114,-,-,"17/Dec/2024:03:43:14 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9593,"-","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/116.0.1938.76 Safari/537.36"
2a02:1210:149e:9a00:b074:6a75:48d6:f235,57728,-,-,"17/Dec/2024:05:49:54 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
46.253.188.45,56982,-,-,"17/Dec/2024:07:34:20 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
83.144.236.114,53967,-,-,"17/Dec/2024:07:35:46 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
46.140.103.254,62860,-,-,"17/Dec/2024:08:20:57 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15"
156.25.4.248,58002,-,-,"17/Dec/2024:08:25:06 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
212.117.127.251,61604,-,-,"17/Dec/2024:08:34:47 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
213.196.183.54,53205,-,-,"17/Dec/2024:08:55:08 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
213.196.183.54,53339,-,-,"17/Dec/2024:08:56:32 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
194.209.11.8,52784,-,-,"17/Dec/2024:09:16:41 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0"
2a02:1210:3a0f:eb00:4988:c684:de91:2603,60492,-,-,"17/Dec/2024:09:22:40 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.7 Safari/605.1.15"
203.1.19.250,42744,-,-,"17/Dec/2024:10:14:13 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
185.80.65.130,50801,-,-,"17/Dec/2024:10:16:34 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
46.140.103.254,58532,-,-,"17/Dec/2024:11:33:21 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
77.109.141.186,60045,-,-,"17/Dec/2024:11:40:52 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
185.137.173.133,53448,-,-,"17/Dec/2024:11:52:06 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
2a02:aa13:7103:f80:2925:af7b:4e8d:9fb8,55750,-,-,"17/Dec/2024:12:01:40 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Safari/605.1.15"
31.165.227.76,65169,-,-,"17/Dec/2024:12:10:34 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
84.226.177.182,61573,-,-,"17/Dec/2024:12:28:17 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
66.249.64.35,51112,-,-,"17/Dec/2024:12:35:21 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9553,"-","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.64.34,50382,-,-,"17/Dec/2024:12:35:22 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9553,"-","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
141.195.93.73,23137,-,-,"17/Dec/2024:12:38:13 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
84.226.177.182,61790,-,-,"17/Dec/2024:12:41:15 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
193.47.169.23,10406,-,-,"17/Dec/2024:12:41:30 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
83.144.236.114,11588,-,-,"17/Dec/2024:12:56:28 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
193.135.75.80,17386,-,-,"17/Dec/2024:14:05:14 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0"
2001:8e0:3c0f:7601:3172:754d:1ebb:db73,53496,-,-,"17/Dec/2024:14:14:44 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
194.230.148.184,22988,-,-,"17/Dec/2024:14:35:23 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
62.204.102.220,65505,-,-,"17/Dec/2024:14:41:09 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
185.39.93.59,53656,-,-,"17/Dec/2024:15:15:55 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
46.140.239.10,65245,-,-,"17/Dec/2024:15:20:56 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15"
212.117.117.70,56141,-,-,"17/Dec/2024:15:42:17 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
149.22.89.68,11785,-,-,"17/Dec/2024:15:44:52 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
77.109.144.90,52986,-,-,"17/Dec/2024:15:45:10 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
193.47.169.36,10400,-,-,"17/Dec/2024:15:52:57 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:133.0) Gecko/20100101 Firefox/133.0"
2001:4b20:1000:2514:c119:1679:5469:7cfb,50152,-,-,"17/Dec/2024:15:56:34 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
193.47.169.62,10401,-,-,"17/Dec/2024:16:13:54 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
62.34.88.170,42794,-,-,"17/Dec/2024:16:49:31 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15"
83.173.239.250,15352,-,-,"17/Dec/2024:16:53:09 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
2a02:1210:92a9:1500:c01c:a306:d958:4964,52334,-,-,"17/Dec/2024:17:19:46 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15"
46.126.166.143,54813,-,-,"17/Dec/2024:18:30:22 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0"
2a02:1210:9026:d200:6044:6aa2:62d:84f6,63279,-,-,"17/Dec/2024:19:09:56 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
2a09:bac2:1e53:282::40:8a,46026,-,-,"17/Dec/2024:20:06:17 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1"
2a09:bac2:1e53:282::40:8a,54878,-,-,"17/Dec/2024:20:07:56 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://portal.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1"
81.221.245.154,63462,-,-,"17/Dec/2024:20:23:18 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
178.38.54.94,60177,-,-,"17/Dec/2024:20:24:10 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
31.165.196.133,53308,-,-,"17/Dec/2024:20:54:06 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://portal.nanoo.tv/","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/346.1.704810410 Mobile/15E148 Safari/604.1"
178.38.255.147,60810,-,-,"17/Dec/2024:21:17:48 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
178.197.206.141,44098,-,-,"17/Dec/2024:21:28:02 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
2001:1686:9202:701:b853:8a9a:706b:5bbc,59999,-,-,"17/Dec/2024:21:38:32 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15"
84.73.202.59,41156,-,-,"17/Dec/2024:22:17:47 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36"
2a04:ee41:2:53ec:41b0:df44:75fe:9fb7,64627,-,-,"17/Dec/2024:22:39:55 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
77.56.244.68,56503,-,-,"17/Dec/2024:23:12:38 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
2a02:1210:1e19:6d00:acf0:8c62:153b:dd4d,51430,-,-,"17/Dec/2024:23:19:21 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1"
2a02:1210:1e19:6d00:acf0:8c62:153b:dd4d,51554,-,-,"17/Dec/2024:23:34:57 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"-","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1"
54.36.148.75,15085,-,-,"17/Dec/2024:23:39:31 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9512,"-","Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
2a02:1210:36e5:5500:956:3c9e:2fd9:b8d6,52608,-,-,"17/Dec/2024:23:54:25 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:133.0) Gecko/20100101 Firefox/133.0"
66.249.66.198,39186,-,-,"18/Dec/2024:02:04:18 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9521,"-","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.139 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
178.38.246.90,41742,-,-,"18/Dec/2024:06:17:10 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36"
17.241.227.141,50454,-,-,"18/Dec/2024:06:30:03 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9481,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
194.230.144.31,54057,-,-,"18/Dec/2024:07:08:07 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
193.47.169.54,10402,-,-,"18/Dec/2024:07:56:31 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://portal.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15"
193.47.104.41,64617,-,-,"18/Dec/2024:08:34:56 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://portal.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
193.8.91.2,61295,-,-,"18/Dec/2024:08:56:06 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
212.117.127.147,52479,-,-,"18/Dec/2024:09:20:10 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
82.220.17.253,45098,-,-,"18/Dec/2024:09:25:40 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0"
185.39.93.59,64253,-,-,"18/Dec/2024:09:30:13 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,9568,"https://www.nanoo.tv/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
185.137.173.133,59821,-,-,"18/Dec/2024:09:37:43 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4860,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
185.137.173.133,59821,-,-,"18/Dec/2024:09:37:45 +0100","GET /adventskalender/slideshow.html HTTP/1.1",200,4296,"https://www.nanoo.tv/","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"
